#Name: kind
#Label: Kind
#Description: View the kind of instructions.
0	1	00008270	 kind=IS_INT|IS_ALU
0	1	00008274	 kind=IS_MEM|IS_STORE|IS_MULTI
0	1	00008278	 kind=IS_INT|IS_ALU
0	1	0000827c	 kind=IS_INT|IS_ALU
0	1	00008280	 kind=IS_INT|IS_ALU
0	1	00008284	 kind=IS_MEM|IS_STORE|IS_INT
0	1	00008288	 kind=IS_INT|IS_ALU
0	1	0000828c	 kind=IS_MEM|IS_STORE|IS_INT
0	1	00008290	 kind=IS_INT|IS_ALU
0	1	00008294	 kind=IS_MEM|IS_STORE|IS_INT
0	2	000082d0	 kind=IS_MEM|IS_LOAD|IS_INT
0	2	000082d4	 kind=IS_INT|IS_ALU
0	2	000082d8	 kind=IS_INT|IS_ALU
0	2	000082dc	 kind=IS_CONTROL|IS_RETURN|IS_MEM|IS_LOAD|IS_MULTI
0	3	000082a8	 kind=IS_MEM|IS_LOAD|IS_INT
0	3	000082ac	 kind=IS_CONTROL|IS_CALL
0	4	000082b0	 kind=IS_INT|IS_ALU
0	4	000082b4	 kind=IS_MEM|IS_LOAD|IS_INT
0	4	000082b8	 kind=IS_INT|IS_ALU
0	4	000082bc	 kind=IS_MEM|IS_STORE|IS_INT
0	4	000082c0	 kind=IS_MEM|IS_LOAD|IS_INT
0	4	000082c4	 kind=IS_INT|IS_ALU
0	4	000082c8	 kind=IS_MEM|IS_STORE|IS_INT
0	4	000082cc	 kind=IS_CONTROL
0	5	00008298	 kind=IS_MEM|IS_LOAD|IS_INT
0	5	0000829c	 kind=IS_MEM|IS_LOAD|IS_INT
0	5	000082a0	 kind=IS_INT|IS_ALU
0	5	000082a4	 kind=IS_COND|IS_CONTROL
1	1	00008218	 kind=IS_INT|IS_ALU
1	1	0000821c	 kind=IS_MEM|IS_STORE|IS_MULTI
1	1	00008220	 kind=IS_INT|IS_ALU
1	1	00008224	 kind=IS_INT|IS_ALU
1	1	00008228	 kind=IS_MEM|IS_STORE|IS_INT
1	1	0000822c	 kind=IS_MEM|IS_LOAD|IS_INT
1	1	00008230	 kind=IS_INT|IS_ALU
1	1	00008234	 kind=IS_COND|IS_CONTROL
1	2	00008244	 kind=IS_MEM|IS_LOAD|IS_INT
1	2	00008248	 kind=IS_INT|IS_ALU
1	2	0000824c	 kind=IS_INT|IS_ALU
1	2	00008250	 kind=IS_CONTROL|IS_CALL
1	3	00008254	 kind=IS_INT|IS_ALU
1	3	00008258	 kind=IS_MEM|IS_LOAD|IS_INT
1	3	0000825c	 kind=IS_INT|IS_ALU|IS_MUL
1	3	00008260	 kind=IS_MEM|IS_STORE|IS_INT
1	4	00008238	 kind=IS_INT|IS_ALU
1	4	0000823c	 kind=IS_MEM|IS_STORE|IS_INT
1	4	00008240	 kind=IS_CONTROL
1	5	00008264	 kind=IS_MEM|IS_LOAD|IS_INT
1	5	00008268	 kind=IS_INT|IS_ALU
1	5	0000826c	 kind=IS_CONTROL|IS_RETURN|IS_MEM|IS_LOAD|IS_MULTI
