#Name: register
#Label: Register Usage
#Description: View read and written registers.
0	1	00008270	read r13, write r12
0	1	00008274	read r13, r11, r12, r14, r15, write r13
0	1	00008278	read r12, write r11
0	1	0000827c	read r13, write r13
0	1	00008280	write r3
0	1	00008284	read r11, r3
0	1	00008288	write r3
0	1	0000828c	read r11, r3
0	1	00008290	write r3
0	1	00008294	read r11, r3
0	2	000082d0	read r11, write r3
0	2	000082d4	read r3, write r0
0	2	000082d8	read r11, write r13
0	2	000082dc	read r13, write r11, r13, r15
0	3	000082a8	read r11, write r0
0	3	000082ac	write r14, r14
0	4	000082b0	read r0, write r2
0	4	000082b4	read r11, write r3
0	4	000082b8	read r3, r2, write r3
0	4	000082bc	read r11, r3
0	4	000082c0	read r11, write r3
0	4	000082c4	read r3, write r3
0	4	000082c8	read r11, r3
0	4	000082cc	write r14
0	5	00008298	read r11, write r2
0	5	0000829c	read r11, write r3
0	5	000082a0	read r2, r3, write sr
0	5	000082a4	read sr, write r14
1	1	00008218	read r13, write r12
1	1	0000821c	read r13, r11, r12, r14, r15, write r13
1	1	00008220	read r12, write r11
1	1	00008224	read r13, write r13
1	1	00008228	read r11, r0
1	1	0000822c	read r11, write r3
1	1	00008230	read r3, write sr
1	1	00008234	read sr, write r14
1	2	00008244	read r11, write r3
1	2	00008248	read r3, write r3
1	2	0000824c	read r3, write r0
1	2	00008250	write r14, r14
1	3	00008254	read r0, write r3
1	3	00008258	read r11, write r2
1	3	0000825c	read r2, r3, write r3
1	3	00008260	read r11, r3
1	4	00008238	write r3
1	4	0000823c	read r11, r3
1	4	00008240	write r14
1	5	00008264	read r11, write r0
1	5	00008268	read r11, write r13
1	5	0000826c	read r13, write r11, r13, r15
